date,open,high,low,close,volume
2025-11-03T00:00:00-05:00,42.44,42.724,38.345,40.167,1102891167.0
2025-11-02T00:00:00-04:00,43.276,43.42,41.087,42.44,420422720.0
2025-11-01T00:00:00-04:00,43.668,44.453,42.743,43.275,390114559.0
2025-10-31T00:00:00-04:00,45.405,46.228,42.382,43.667,654835794.0
2025-10-30T00:00:00-04:00,48.007,50.102,42.72,45.405,1034865024.0
2025-10-29T00:00:00-04:00,47.711,49.846,45.936,48.007,1028319722.0
2025-10-28T00:00:00-04:00,46.575,49.377,46.033,47.709,739211514.0
2025-10-27T00:00:00-04:00,47.312,49.339,45.48,46.574,647523008.0
2025-10-26T00:00:00-04:00,44.237,48.604,43.55,47.312,593435639.0
2025-10-25T00:00:00-04:00,39.33,44.664,38.903,44.237,408201344.0
2025-10-24T00:00:00-04:00,40.213,40.868,38.733,39.33,331841324.0
2025-10-23T00:00:00-04:00,36.244,40.747,36.173,40.209,687417691.0
2025-10-22T00:00:00-04:00,35.395,36.784,34.491,36.244,664543680.0
2025-10-21T00:00:00-04:00,37.958,38.363,35.201,35.387,610565120.0
2025-10-20T00:00:00-04:00,37.412,39.579,36.747,37.958,418840963.0
2025-10-19T00:00:00-04:00,36.871,38.531,35.767,37.408,339282112.0
2025-10-18T00:00:00-04:00,35.494,36.923,34.647,36.871,304505440.0
2025-10-17T00:00:00-04:00,36.828,37.559,33.322,35.494,752800973.0
2025-10-16T00:00:00-04:00,37.427,39.515,36.32,36.828,644329600.0
2025-10-15T00:00:00-04:00,39.426,41.195,36.885,37.426,597477955.0
2025-10-14T00:00:00-04:00,42.477,43.188,37.431,39.426,830743386.0
2025-10-13T00:00:00-04:00,39.679,43.645,38.222,42.478,865722624.0
2025-10-12T00:00:00-04:00,36.888,40.96,35.985,39.679,717388114.0
2025-10-11T00:00:00-04:00,37.694,41.013,35.207,36.888,1172404041.0
2025-10-10T00:00:00-04:00,43.961,45.405,23.503,37.694,1389944704.0
2025-10-09T00:00:00-04:00,46.634,46.771,42.382,43.961,525739407.0
2025-10-08T00:00:00-04:00,45.119,47.318,44.865,46.634,407650536.0
2025-10-07T00:00:00-04:00,47.214,47.724,44.552,45.118,647507665.0
2025-10-06T00:00:00-04:00,48.205,49.667,47.21,47.215,674033664.0
2025-10-05T00:00:00-04:00,49.143,51.448,47.353,48.205,543501706.0
2025-10-04T00:00:00-04:00,49.425,49.572,47.72,49.141,543501706.0
2025-10-03T00:00:00-04:00,50.796,50.869,48.509,49.424,644235776.0
2025-10-02T00:00:00-04:00,47.215,51.066,47.021,50.796,644235776.0
2025-10-01T00:00:00-04:00,45.221,48.077,44.564,47.218,517441552.0
2025-09-30T00:00:00-04:00,46.205,46.481,43.504,45.221,439351527.0
2025-09-29T00:00:00-04:00,47.165,48.099,44.988,46.205,439351527.0
2025-09-28T00:00:00-04:00,45.763,47.309,42.939,47.163,307868160.0
2025-09-27T00:00:00-04:00,44.814,46.561,43.068,45.757,352665389.0
2025-09-26T00:00:00-04:00,40.377,45.635,40.376,44.814,623741199.0
2025-09-25T00:00:00-04:00,45.639,45.999,39.744,40.377,794020094.0
2025-09-24T00:00:00-04:00,44.641,46.743,43.245,45.639,581835584.0
2025-09-23T00:00:00-04:00,47.244,48.925,44.378,44.641,474813241.0
2025-09-22T00:00:00-04:00,50.857,51.274,46.384,47.244,621567181.0
2025-09-21T00:00:00-04:00,54.2,54.33,50.653,50.857,428889120.0
2025-09-20T00:00:00-04:00,56.136,56.62,53.819,54.203,357504114.0
2025-09-19T00:00:00-04:00,58.614,59.214,55.215,56.136,389759471.0
2025-09-18T00:00:00-04:00,57.763,59.457,57.282,58.614,389759471.0
2025-09-17T00:00:00-04:00,54.458,58.01,53.865,57.765,455031392.0
2025-09-16T00:00:00-04:00,54.022,54.61,52.28,54.458,383741175.0
2025-09-15T00:00:00-04:00,53.708,54.631,52.068,54.022,316498032.0
2025-09-14T00:00:00-04:00,54.498,55.316,53.539,53.708,339945304.0
2025-09-13T00:00:00-04:00,55.266,56.849,54.256,54.498,339945304.0
2025-09-12T00:00:00-04:00,57.042,57.444,54.821,55.271,409683968.0
2025-09-11T00:00:00-04:00,55.474,57.194,53.061,57.042,610472640.0
2025-09-10T00:00:00-04:00,53.282,56.069,52.56,55.474,608712152.0
2025-09-09T00:00:00-04:00,50.86,55.187,50.528,53.282,443959469.0
2025-09-08T00:00:00-04:00,47.099,51.908,46.959,50.859,443959469.0
2025-09-07T00:00:00-04:00,46.0,47.692,45.996,47.099,121119232.0
2025-09-06T00:00:00-04:00,47.221,47.847,45.446,46.0,119484267.0
2025-09-05T00:00:00-04:00,45.348,47.697,45.076,47.221,262416536.0
2025-09-04T00:00:00-04:00,45.844,46.362,44.446,45.348,228606046.0
2025-09-03T00:00:00-04:00,44.875,46.469,44.262,45.845,226422882.0
2025-09-02T00:00:00-04:00,43.129,45.04,42.972,44.875,255438535.0
2025-09-01T00:00:00-04:00,44.282,45.465,42.53,43.129,255438535.0
2025-08-31T00:00:00-04:00,44.071,45.375,44.051,44.282,183013493.0
2025-08-30T00:00:00-04:00,44.43,44.899,43.285,44.071,154534886.0
2025-08-29T00:00:00-04:00,45.599,46.125,43.34,44.428,329543673.0
2025-08-28T00:00:00-04:00,46.975,49.015,45.567,45.6,410355736.0
2025-08-27T00:00:00-04:00,48.778,51.121,46.839,46.977,410355736.0
2025-08-26T00:00:00-04:00,42.97,49.738,42.38,48.778,364231472.0
2025-08-25T00:00:00-04:00,46.032,47.337,42.544,42.97,364231472.0
2025-08-24T00:00:00-04:00,44.861,46.896,43.389,46.032,223440065.0
2025-08-23T00:00:00-04:00,45.295,45.308,43.243,44.861,187648243.0
2025-08-22T00:00:00-04:00,40.436,45.482,40.43,45.295,344905795.0
2025-08-21T00:00:00-04:00,42.961,43.38,40.402,40.436,214763075.0
2025-08-20T00:00:00-04:00,41.305,43.231,40.609,42.961,250184631.0
2025-08-19T00:00:00-04:00,43.348,44.166,40.95,41.305,234450348.0
2025-08-18T00:00:00-04:00,46.043,46.178,42.984,43.347,238442287.0
2025-08-17T00:00:00-04:00,46.317,47.797,45.842,46.043,244845763.0
2025-08-16T00:00:00-04:00,47.802,48.29,46.17,46.317,190832817.0
2025-08-15T00:00:00-04:00,45.504,49.555,45.38,47.802,549241189.0
2025-08-14T00:00:00-04:00,47.601,48.858,43.906,45.504,628418111.0
2025-08-13T00:00:00-04:00,44.742,47.957,43.089,47.601,530744290.0
2025-08-12T00:00:00-04:00,43.178,45.847,42.205,44.742,359400416.0
2025-08-11T00:00:00-04:00,45.268,46.796,42.591,43.178,358181229.0
2025-08-10T00:00:00-04:00,43.651,45.456,42.829,45.268,258044554.0
2025-08-09T00:00:00-04:00,41.024,44.694,40.59,43.651,337774604.0
2025-08-08T00:00:00-04:00,40.898,41.776,40.162,41.025,249618687.0
2025-08-07T00:00:00-04:00,38.081,40.985,37.607,40.9,237578165.0
2025-08-06T00:00:00-04:00,38.506,39.239,36.972,38.081,184532294.0
2025-08-05T00:00:00-04:00,38.801,39.863,37.411,38.506,301122118.0
2025-08-04T00:00:00-04:00,38.176,39.46,37.283,38.799,251065388.0
2025-08-03T00:00:00-04:00,36.903,39.292,36.45,38.172,246602527.0
2025-08-02T00:00:00-04:00,37.622,38.726,35.534,36.902,294992196.0
2025-08-01T00:00:00-04:00,40.841,41.634,36.396,37.622,584607075.0
2025-07-31T00:00:00-04:00,42.235,44.699,40.728,40.841,442048469.0
2025-07-30T00:00:00-04:00,43.531,43.723,40.823,42.235,441565748.0
2025-07-29T00:00:00-04:00,43.756,45.279,42.531,43.531,523441710.0
2025-07-28T00:00:00-04:00,43.664,46.112,42.704,43.756,528642158.0
2025-07-27T00:00:00-04:00,43.366,44.331,42.425,43.66,235033781.0
2025-07-26T00:00:00-04:00,44.161,44.934,43.336,43.371,174881231.0
2025-07-25T00:00:00-04:00,42.093,44.207,41.176,44.161,415885936.0
2025-07-24T00:00:00-04:00,43.712,44.415,41.546,42.093,387156400.0
2025-07-23T00:00:00-04:00,46.28,46.327,42.443,43.712,405139627.0
2025-07-22T00:00:00-04:00,44.315,46.308,43.056,46.28,457803722.0
2025-07-21T00:00:00-04:00,46.025,47.767,44.077,44.316,433036145.0
2025-07-20T00:00:00-04:00,44.492,47.383,44.212,46.025,381764336.0
2025-07-19T00:00:00-04:00,44.361,45.318,44.019,44.488,0.0
2025-07-18T00:00:00-04:00,45.563,47.401,43.111,44.361,0.0
2025-07-17T00:00:00-04:00,46.968,47.377,44.506,45.563,0.0
2025-07-16T00:00:00-04:00,47.845,48.522,46.484,46.968,0.0
2025-07-15T00:00:00-04:00,47.577,48.332,46.656,47.845,0.0
2025-07-14T00:00:00-04:00,48.927,49.886,46.492,47.577,0.0
2025-07-13T00:00:00-04:00,47.107,49.281,46.944,48.926,0.0
2025-07-12T00:00:00-04:00,46.362,47.374,45.112,47.107,0.0
2025-07-11T00:00:00-04:00,43.823,46.915,43.399,46.362,0.0
2025-07-10T00:00:00-04:00,40.698,44.05,40.539,43.82,0.0
2025-07-09T00:00:00-04:00,38.825,41.041,38.771,40.707,0.0
2025-07-08T00:00:00-04:00,38.583,39.101,37.001,38.824,0.0
2025-07-07T00:00:00-04:00,39.852,40.18,38.231,38.583,0.0
2025-07-06T00:00:00-04:00,39.141,40.066,38.633,39.853,0.0
2025-07-05T00:00:00-04:00,38.996,39.657,38.311,39.141,0.0
2025-07-04T00:00:00-04:00,40.248,40.436,37.575,38.996,0.0
2025-07-03T00:00:00-04:00,39.858,41.196,39.617,40.248,0.0
2025-07-02T00:00:00-04:00,36.924,40.349,36.858,39.859,0.0
2025-07-01T00:00:00-04:00,39.539,39.772,36.847,36.924,0.0
2025-06-30T00:00:00-04:00,39.756,41.196,39.146,39.539,0.0
2025-06-29T00:00:00-04:00,37.8,39.871,37.496,39.756,0.0
2025-06-28T00:00:00-04:00,36.606,37.901,36.245,37.8,0.0
2025-06-27T00:00:00-04:00,35.81,37.274,35.368,36.606,0.0
2025-06-26T00:00:00-04:00,37.047,38.116,35.758,35.807,0.0
2025-06-25T00:00:00-04:00,37.552,39.111,36.715,37.047,0.0
2025-06-24T00:00:00-04:00,38.244,38.938,36.32,37.552,0.0
2025-06-23T00:00:00-04:00,35.744,38.49,33.285,38.244,0.0
2025-06-22T00:00:00-04:00,34.448,36.058,31.581,35.744,0.0
2025-06-21T00:00:00-04:00,33.365,35.302,30.986,34.45,0.0
2025-06-20T00:00:00-04:00,36.865,37.873,33.078,33.365,0.0
2025-06-19T00:00:00-04:00,39.437,39.951,35.81,36.863,0.0
2025-06-18T00:00:00-04:00,39.957,41.108,37.57,39.437,0.0
2025-06-17T00:00:00-04:00,41.873,43.518,38.299,39.957,0.0
2025-06-16T00:00:00-04:00,41.182,45.799,40.676,41.873,0.0
2025-06-15T00:00:00-04:00,40.11,41.446,39.684,41.182,0.0
2025-06-14T00:00:00-04:00,42.282,42.676,38.865,40.11,0.0
2025-06-13T00:00:00-04:00,40.508,42.687,37.318,42.282,0.0
2025-06-12T00:00:00-04:00,41.818,43.889,40.32,40.507,0.0
2025-06-11T00:00:00-04:00,42.195,44.052,40.711,41.818,0.0
2025-06-10T00:00:00-04:00,38.849,42.349,38.477,42.192,0.0
2025-06-09T00:00:00-04:00,34.976,38.942,34.722,38.849,0.0
2025-06-08T00:00:00-04:00,34.931,36.298,34.493,34.975,0.0
2025-06-07T00:00:00-04:00,33.33,35.152,33.034,34.931,0.0
2025-06-06T00:00:00-04:00,33.991,35.582,33.095,33.336,0.0
2025-06-05T00:00:00-04:00,35.625,36.391,32.622,33.988,0.0
2025-06-04T00:00:00-04:00,36.076,37.199,34.517,35.625,0.0
2025-06-03T00:00:00-04:00,36.479,38.219,35.667,36.075,0.0
2025-06-02T00:00:00-04:00,34.163,36.657,32.419,36.479,0.0
2025-06-01T00:00:00-04:00,32.695,34.281,31.514,34.163,0.0
2025-05-31T00:00:00-04:00,32.798,33.643,30.783,32.694,0.0
2025-05-30T00:00:00-04:00,31.396,34.285,30.643,32.798,0.0
2025-05-29T00:00:00-04:00,34.304,35.152,31.353,31.396,0.0
2025-05-28T00:00:00-04:00,35.766,36.345,32.576,34.304,0.0
2025-05-27T00:00:00-04:00,37.133,38.8,35.619,35.766,0.0
2025-05-26T00:00:00-04:00,39.092,39.974,36.541,37.133,0.0
2025-05-25T00:00:00-04:00,34.792,39.436,33.69,39.085,0.0
2025-05-24T00:00:00-04:00,33.046,36.516,32.166,34.792,0.0
2025-05-23T00:00:00-04:00,33.434,37.545,32.327,33.046,0.0
2025-05-22T00:00:00-04:00,28.325,34.103,28.224,33.434,0.0
2025-05-21T00:00:00-04:00,26.525,28.338,26.08,28.325,0.0
2025-05-20T00:00:00-04:00,26.544,27.007,25.503,26.525,0.0
2025-05-19T00:00:00-04:00,27.119,27.33,25.13,26.554,0.0
2025-05-18T00:00:00-04:00,25.937,27.339,25.86,27.119,0.0
2025-05-17T00:00:00-04:00,26.826,27.702,25.686,25.922,0.0
2025-05-16T00:00:00-04:00,26.168,28.256,25.817,26.826,0.0
2025-05-15T00:00:00-04:00,25.218,26.261,24.314,26.168,0.0
2025-05-14T00:00:00-04:00,25.78,26.212,24.648,25.217,0.0
2025-05-13T00:00:00-04:00,24.821,26.404,23.418,25.779,0.0
2025-05-12T00:00:00-04:00,24.863,25.665,23.269,24.822,0.0
2025-05-11T00:00:00-04:00,26.254,26.5,23.74,24.877,0.0
2025-05-10T00:00:00-04:00,24.64,26.318,24.306,26.252,0.0
2025-05-09T00:00:00-04:00,23.313,25.75,22.942,24.64,0.0
2025-05-08T00:00:00-04:00,21.05,23.539,20.856,23.312,0.0
2025-05-07T00:00:00-04:00,20.966,21.46,20.688,21.05,0.0
2025-05-06T00:00:00-04:00,20.287,21.127,19.548,20.967,0.0
2025-05-05T00:00:00-04:00,19.913,20.755,19.809,20.29,0.0
2025-05-04T00:00:00-04:00,20.948,21.209,19.766,19.913,0.0
2025-05-03T00:00:00-04:00,20.824,21.515,20.073,20.948,0.0
2025-05-02T00:00:00-04:00,19.941,21.455,19.902,20.824,0.0
2025-05-01T00:00:00-04:00,20.015,21.176,19.264,19.941,0.0
2025-04-30T00:00:00-04:00,18.622,20.131,17.642,20.015,0.0
